,addtime,befores,content,country,forecast,id,importance,influence,nid,publish,publishtime,shorttime,time,type
173,1430317830,531.5,美国至4月25日当周EIA原油库存(万桶),美国,330,174,3,利多,0,191,2017/03/01 23:30:00,15年4月29,2015年4月29日,1
174,1430922630,191,美国至5月2日当周EIA原油库存(万桶),美国,150,175,3,利多,0,-388.2,2017/03/01 23:30:00,15年5月6,2015年5月6日,1
175,1431527430,-388.2,美国至5月9日当周EIA原油库存(万桶),美国,-25,176,3,利多,0,-219.1,2017/03/01 23:30:00,15年5月13,2015年5月13日,1
176,1432132230,-219.1,美国至5月16日当周EIA原油库存(万桶),美国,-175,177,3,利多,0,-267.4,2017/03/01 23:30:00,15年5月20,2015年5月20日,1
177,1432823430,-267.4,美国至5月23日当周EIA原油库存(万桶),美国,-200,178,3,利多,0,-280.2,2017/03/01 23:30:00,15年5月28,2015年5月28日,1
178,1433341830,-280.2,美国至5月30日当周EIA原油库存(万桶),美国,-170,179,3,利多,0,-194.8,2017/03/01 23:30:00,15年6月3,2015年6月3日,1
179,1433946630,-194.8,美国至6月6日当周EIA原油库存(万桶),美国,-172,180,3,利多,0,-681.2,2017/03/01 23:30:00,15年6月10,2015年6月10日,1
180,1434551430,-681.2,美国至6月13日当周EIA原油库存(万桶),美国,-165.7,181,3,利多,0,-267.6,2017/03/01 23:30:00,15年6月17,2015年6月17日,1
181,1435156230,-267.6,美国至6月20日当周EIA原油库存(万桶),美国,-210,182,3,利多,0,-493.4,2017/03/01 23:30:00,15年6月24,2015年6月24日,1
182,1435761030,-493.4,美国至6月27日当周EIA原油库存(万桶),美国,-200,183,3,利空,0,238.6,2017/03/01 23:30:00,15年7月1,2015年7月1日,1
183,1436365830,238.6,美国至7月3日当周EIA原油库存(万桶),美国,-70,184,3,利空,0,38.4,2017/03/01 23:30:00,15年7月8,2015年7月8日,1
184,1436970630,38.4,美国至7月10日当周EIA原油库存(万桶),美国,-115.8,185,3,利多,0,-434.6,2017/03/01 23:30:00,15年7月15,2015年7月15日,1
185,1437575430,-434.6,美国至7月17日当周EIA原油库存(万桶),美国,-225.8,186,3,利空,0,246.8,2017/03/01 23:30:00,15年7月22,2015年7月22日,1
186,1438180230,246.8,美国至7月24日当周EIA原油库存(万桶),美国,-18.4,187,3,利多,0,-420.3,2017/03/01 23:30:00,15年7月29,2015年7月29日,1
187,1438785030,-420.3,美国至7月31日当周EIA原油库存(万桶),美国,-149.4,188,3,利多,0,-440.7,2017/03/01 23:30:00,15年8月5,2015年8月5日,1
188,1439389830,-440.7,美国至8月7日当周EIA原油库存(万桶),美国,-181.7,189,3,利空,0,-168.2,2017/03/01 23:30:00,15年8月12,2015年8月12日,1
189,1439994630,-168.2,美国至8月14日当周EIA原油库存(万桶),美国,-77.7,190,3,利空,0,262,2017/03/01 23:30:00,15年8月19,2015年8月19日,1
190,1440599430,262,美国至8月21日当周EIA原油库存(万桶),美国,102.2,191,3,利多,0,-545.2,2017/03/01 23:30:00,15年8月26,2015年8月26日,1
191,1441204230,-545.2,美国至8月28日当周EIA原油库存(万桶),美国,3.2,192,3,利空,0,466.7,2017/03/01 23:30:00,15年9月2,2015年9月2日,1
192,1441895430,466.7,美国至9月4日当周EIA原油库存(万桶),美国,93.3,193,3,利空,0,257,2017/03/01 23:30:00,15年9月10,2015年9月10日,1
193,1442413830,257,美国至9月11日当周EIA原油库存(万桶),美国,117.3,194,3,利多,0,-210.4,2017/03/01 23:30:00,15年9月16,2015年9月16日,1
194,1443018630,-210.4,美国至9月18日当周EIA原油库存(万桶),美国,-53.3,195,3,利多,0,-192.5,2017/03/01 23:30:00,15年9月23,2015年9月23日,1
195,1443623430,-192.5,美国至9月25日当周EIA原油库存(万桶),美国,10.2,196,3,利空,0,395.5,2017/03/01 23:30:00,15年9月30,2015年9月30日,1
196,1444228230,395.5,美国至10月2日当周EIA原油库存(万桶),美国,220,197,3,利空,0,307.3,2017/03/01 23:30:00,15年10月7,2015年10月7日,1
197,1444919430,307.3,美国至10月9日当周EIA原油库存(万桶),美国,284.8,198,3,利空,0,756.2,2017/03/01 23:30:00,15年10月15,2015年10月15日,1
198,1445437830,756.2,美国至10月16日当周EIA原油库存(万桶),美国,386.7,199,3,利空,0,802.8,2017/03/01 23:30:00,15年10月21,2015年10月21日,1
199,1446042630,802.8,美国至10月23日当周EIA原油库存(万桶),美国,341.7,200,3,利多,0,337.6,2017/03/01 23:30:00,15年10月28,2015年10月28日,1
200,1446647430,337.6,美国至10月30日当周EIA原油库存(万桶),美国,278.7,201,3,利空,0,284.7,2017/03/01 23:30:00,15年11月4,2015年11月4日,1
201,1447425030,284.7,美国至11月6日当周EIA原油库存(万桶),美国,101.6,202,3,利空,0,422.4,2017/03/01 23:30:00,15年11月13,2015年11月13日,1
202,1447857030,422.4,美国至11月13日当周EIA原油库存(万桶),美国,190,203,3,利多,0,25.2,2017/03/01 23:30:00,15年11月18,2015年11月18日,1
203,1448461830,25.2,美国至11月20日当周EIA原油库存(万桶),美国,120,204,3,利多,0,96.1,2017/03/01 23:30:00,15年11月25,2015年11月25日,1
204,1449066630,96.1,美国至11月27日当周EIA原油库存(万桶),美国,-47.1,205,3,利空,0,117.7,2017/03/01 23:30:00,15年12月2,2015年12月2日,1
205,1449671430,117.7,美国至12月4日当周EIA原油库存(万桶),美国,25.2,206,3,利多,0,-356.8,2017/03/01 23:30:00,15年12月9,2015年12月9日,1
206,1450276230,-356.8,美国至12月11日当周EIA原油库存(万桶),美国,-141.7,207,3,利空,0,480.1,2017/03/01 23:30:00,15年12月16,2015年12月16日,1
207,1450881030,480.1,美国至12月18日当周EIA原油库存(万桶),美国,108.3,208,3,利多,0,-587.7,2017/03/01 23:30:00,15年12月23,2015年12月23日,1
208,1451485830,-587.7,美国至12月25日当周EIA原油库存(万桶),美国,-245.7,209,3,利空,0,262.9,2017/03/01 23:30:00,15年12月30,2015年12月30日,1
209,1452090630,262.9,美国至1月1日当周EIA原油库存(万桶),美国,43.9,210,3,利多,0,-508.5,2017/03/01 23:30:00,16年1月6,2016年1月6日,1
210,1452695430,-508.5,美国至1月8日当周EIA原油库存(万桶),美国,250.4,211,3,利多,0,23.4,2017/03/01 23:30:00,16年1月13,2016年1月13日,1
211,1453473030,23.4,美国至1月15日当周EIA原油库存(万桶),美国,281.1,212,3,利空,0,397.9,2017/03/01 23:30:00,16年1月22,2016年1月22日,1
212,1453905030,397.9,美国至1月22日当周EIA原油库存(万桶),美国,327.7,213,3,利空,0,838.3,2017/03/01 23:30:00,16年1月27,2016年1月27日,1
213,1454509830,838.3,美国至1月29日当周EIA原油库存(万桶),美国,476,214,3,利空,0,779.2,2017/03/01 23:30:00,16年2月3,2016年2月3日,1
214,1455114630,779.2,美国至2月5日当周EIA原油库存(万桶),美国,355,215,3,利多,0,-75.4,2017/03/01 23:30:00,16年2月10,2016年2月10日,1
215,1455892230,-75.4,美国至2月12日当周EIA原油库存(万桶),美国,392,216,3,利多,0,214.7,2017/03/01 23:30:00,16年2月19,2016年2月19日,1
216,1456324230,214.7,美国至2月19日当周EIA原油库存(万桶),美国,342.7,217,3,利空,0,350.2,2017/03/01 23:30:00,16年2月24,2016年2月24日,1
217,1456929030,350.2,美国至2月26日当周EIA原油库存(万桶),美国,360.4,218,3,利空,0,1037.4,2017/03/01 23:30:00,16年3月2,2016年3月2日,1
218,1457533830,1037.4,美国至3月4日当周EIA原油库存(万桶),美国,386.7,219,3,利空,0,388,2017/03/01 23:30:00,16年3月9,2016年3月9日,1
219,1458138630,388,美国至3月11日当周EIA原油库存(万桶),美国,341.4,220,3,利多,0,131.7,2017/03/01 23:30:00,16年3月16,2016年3月16日,1
220,1458743430,131.7,美国至3月18日当周EIA原油库存(万桶),美国,309,221,3,利空,0,935.7,2017/03/01 23:30:00,16年3月23,2016年3月23日,1
221,1459348230,935.7,美国至3月25日当周EIA原油库存(万桶),美国,330,222,3,利多,0,229.9,2017/03/01 23:30:00,16年3月30,2016年3月30日,1
222,1459953030,229.9,美国至4月1日当周EIA原油库存(万桶),美国,315,223,3,利多,0,-493.7,2017/03/01 23:30:00,16年4月6,2016年4月6日,1
223,1460557830,-493.7,美国至4月8日当周EIA原油库存(万桶),美国,185,224,3,利空,0,663.4,2017/03/01 23:30:00,16年4月13,2016年4月13日,1
224,1461162630,663.4,美国至4月15日当周EIA原油库存(万桶),美国,240,225,3,利多,0,208,2017/03/01 23:30:00,16年4月20,2016年4月20日,1
225,1461767430,208,美国至4月22日当周EIA原油库存(万桶),美国,236.6,226,3,利多,0,199.9,2017/03/01 23:30:00,16年4月27,2016年4月27日,1
226,1462372230,199.9,美国至4月29日当周EIA原油库存(万桶),美国,169.5,227,3,利空,0,278.4,2017/03/01 23:30:00,16年5月4,2016年5月4日,1
227,1462977030,278.4,美国至5月6日当周EIA原油库存(万桶),美国,71.4,228,3,利多,0,-341,2017/03/01 23:30:00,16年5月11,2016年5月11日,1
228,1463581830,-341,美国至5月13日当周EIA原油库存(万桶),美国,-283.3,229,3,利空,0,131,2017/03/01 23:30:00,16年5月18,2016年5月18日,1
229,1464186630,131,美国至5月20日当周EIA原油库存(万桶),美国,-245,230,3,利多,0,-422.6,2017/03/01 23:30:00,16年5月25,2016年5月25日,1
230,1464877830,-422.6,美国至5月27日当周EIA原油库存(万桶),美国,-249,231,3,利空,0,-136.6,2017/03/01 23:30:00,16年6月2,2016年6月2日,1
231,1465396230,-136.6,美国至6月3日当周EIA原油库存(万桶),美国,-274,232,3,利多,0,-322.6,2017/03/01 23:30:00,16年6月8,2016年6月8日,1
232,1466001030,-322.6,美国至6月10日当周EIA原油库存(万桶),美国,-226,233,3,利空,0,-93.3,2017/03/01 23:30:00,16年6月15,2016年6月15日,1
233,1466605830,-93.3,美国至6月17日当周EIA原油库存(万桶),美国,-167.1,234,3,利空,0,-91.7,2017/03/01 23:30:00,16年6月22,2016年6月22日,1
234,1467210630,-91.7,美国至6月24日当周EIA原油库存(万桶),美国,-236.5,235,3,利多,0,-405.3,2017/03/01 23:30:00,16年6月29,2016年6月29日,1
235,1467901830,-405.3,美国至7月1日当周EIA原油库存(万桶),美国,-225,236,3,利空,0,-222.3,2017/03/01 23:30:00,16年7月7,2016年7月7日,1
236,1468420230,-222.3,美国至7月8日当周EIA原油库存(万桶),美国,-295,237,3,利空,0,-254.6,2017/03/01 23:30:00,16年7月13,2016年7月13日,1
237,1469025030,-254.6,美国至7月15日当周EIA原油库存(万桶),美国,-210,238,3,利多,0,-234.2,2017/03/01 23:30:00,16年7月20,2016年7月20日,1
238,1469629830,-234.2,美国至7月22日当周EIA原油库存(万桶),美国,-225.7,239,3,利空,0,167.1,2017/03/01 23:30:00,16年7月27,2016年7月27日,1
239,1470234630,167.1,美国至7月29日当周EIA原油库存(万桶),美国,-136.3,240,3,利空,0,141.3,2017/03/01 23:30:00,16年8月3,2016年8月3日,1
240,1470839430,141.3,美国至8月5日当周EIA原油库存(万桶),美国,-102.5,241,3,利空,0,105.5,2017/03/01 23:30:00,16年8月10,2016年8月10日,1
241,1471444230,105.5,美国至8月12日当周EIA原油库存(万桶),美国,52.2,242,3,利多,0,-250.8,2017/03/01 23:30:00,16年8月17,2016年8月17日,1
242,1472049030,-250.8,美国至8月19日当周EIA原油库存(万桶),美国,-45.5,243,3,利空,0,250.1,2017/03/01 23:30:00,16年8月24,2016年8月24日,1
243,1472653830,250.1,美国至8月26日当周EIA原油库存(万桶),美国,92.1,244,3,利空,0,227.6,2017/03/01 23:30:00,16年8月31,2016年8月31日,1
244,1473345030,227.6,美国至9月2日当周EIA原油库存(万桶),美国,22.5,245,3,利多,0,-1451.3,2017/03/01 23:30:00,16年9月8,2016年9月8日,1
245,1473863430,-1451.3,美国至9月9日当周EIA原油库存(万桶),美国,380,246,3,利多,0,-55.9,2017/03/01 23:30:00,16年9月14,2016年9月14日,1
246,1474468230,-55.9,美国至9月16日当周EIA原油库存(万桶),美国,335,247,3,利多,0,-620,2017/03/01 23:30:00,16年9月21,2016年9月21日,1
247,1475073030,-620,美国至9月23日当周EIA原油库存(万桶),美国,299.5,248,3,利多,0,-188.2,2017/03/01 23:30:00,16年9月28,2016年9月28日,1
248,1475677830,-188.2,美国至9月30日当周EIA原油库存(万桶),美国,256,249,3,利多,0,-297.6,2017/03/01 23:30:00,16年10月5,2016年10月5日,1
249,1476369030,-297.6,美国至10月7日当周EIA原油库存(万桶),美国,65,250,3,利空,0,490,2017/03/01 23:30:00,16年10月13,2016年10月13日,1
250,1476887430,490,美国至10月14日当周EIA原油库存(万桶),美国,270.5,251,3,利多,0,-524.7,2017/03/01 23:30:00,16年10月19,2016年10月19日,1
251,1477492230,-524.7,美国至10月21日当周EIA原油库存(万桶),美国,169.9,252,3,利多,0,-55.3,2017/03/01 23:30:00,16年10月26,2016年10月26日,1
252,1478097030,-55.3,美国至10月28日当周EIA原油库存(万桶),美国,101.3,253,3,利空,0,1442,2017/03/01 23:30:00,16年11月2,2016年11月2日,1
253,1478620800,1442,美国至11月4日当周EIA原油库存(万桶),美国,105,254,3,利空,0,243.2,2017/03/01 23:30:00,16年11月9,2016年11月9日,1
254,1479310208,243.2,美国至11月11日当周EIA原油库存(万桶),美国,148,256,4,利空,192480,527.4,2017/03/01 23:30:00,16年11月16,2016年11月16日,1
255,1479830400,527.4,美国至11月18日当周EIA原油库存(万桶),美国,67.1,257,3,利多,0,-125.5,2017/03/01 23:30:00,16年11月23,2016年11月23日,1
256,1480435200,	-125.5,美国至11月25日当周EIA原油库存(万桶),美国,63.6,258,3,利多,0,-88.4,2017/03/01 23:30:00,16年11月30,2016年11月30日,1
257,1481040000,-88.4,美国至12月2日当周EIA原油库存(万桶),美国,-103.2,259,3,利多,0,-238.9,2017/03/01 23:30:00,16年12月7,2016年12月7日,1
258,1481644800,-238.9,美国至12月9日当周EIA原油库存(万桶),美国,-158.4,260,3,利多,0,-256.3,2017/03/01 23:30:00,16年12月14,2016年12月14日,1
259,1482249600,-256.3,美国至12月16日当周EIA原油库存(万桶),美国,-251.5,261,3,利空,0,225.6,2017/03/01 23:30:00,16年12月21,2016年12月21日,1
260,1483027200,225.6,美国至12月23日当周EIA原油库存(万桶),美国,-206,262,0,利空,0,61.4,2017/03/01 23:30:00,16年12月30,2016年12月30日,1
261,1483632000,61.4,美国至12月30日当周EIA原油库存(万桶),美国,-215.2,263,4,利多,0,-705.1,2017/03/01 23:30:00,17年1月6,2017年1月6日,1
262,1484064000,-705.1,美国至1月6日当周EIA原油库存(万桶),美国,116.2,264,4,利空,0,409.7,2017/03/01 23:30:00,17年1月11,2017年1月11日,1
263,1484841601,409.7,美国至1月13日当周EIA原油库存(万桶),美国,-34.2,265,4,利空,213089,234.7,2017/03/01 23:30:00,17年01月20,2017年01月20日,1
264,1485358200,234.7,美国至1月20日当周EIA原油库存(万桶),美国,281.5,266,4,利空,213100,284,2017/03/01 23:30:00,17年01月25,2017年01月25日,1
265,1485963003,284,美国至1月27日当周EIA原油库存(万桶),美国,328.9,267,4,利空,213113,646.6,2017/03/01 23:30:00,17年02月01,2017年02月01日,1
266,1486483200,646.6,美国至2月3日当周EIA原油库存(万桶),美国,252.9,268,4,利空,0,1383,2017/03/01 23:30:00,17年02月08,2017年02月08日,1
267,1487088000,1383,美国至2月10日当周EIA原油库存(万桶),美国,351.3,269,4,利空,0,952.7,2017/03/01 23:30:00,17年02月15,2017年02月15日,1
268,1487865600,952.7,美国至2月17日当周EIA原油库存(万桶),美国,347.5,270,4,利多,0,56.4,2017/03/01 23:30:00,17年02月24,2017年02月24日,1
